Hierarchy Level	Metric Name	Metric Value
7	Load STLB Miss 4K	0.0
7	Load STLB Miss 2M	0.0
7	Load STLB Miss 1G	0.0
5	Loads Blocked by Store Forwarding	0.0
5	L1 Latency Dependency	43.9
5	Lock Latency	0.0
5	Split Loads	0.0
5	FB Full	0.0
4	L2 Bound	0.4
5	L2 Hit Latency	31.1
4	L3 Bound	0.1
5	Contested Accesses	0.0
5	Data Sharing	0.0
5	L3 Latency	0.3
5	SQ Full	0.0
4	DRAM Bound	0.1
5	Memory Bandwidth	1.1
5	Memory Latency	2.9
4	Store Bound	0.2
5	Store Latency	0.4
5	False Sharing	0.0
5	Split Stores	0.0
5	Streaming Stores	0.0
5	DTLB Store Overhead	0.8
6	Store STLB Hit	0.8
6	Store STLB Miss	0.0
7	Store STLB Miss 4K	0.0
7	Store STLB Miss 2M	0.0
7	Store STLB Miss 1G	0.0
3	Core Bound	21.1
4	Divider	0.0
5	FP Divider	0.0
5	INT Divider	0.0
4	Serializing Operations	1.0
5	Slow Pause	0.0
5	C01 Wait	0.0
5	C02 Wait	0.0
5	Memory Fence	0.0
4	Port Utilization	12.2
5	Cycles of 0 Ports Utilized	0.0
6	Mixing Vectors	0.0
5	Cycles of 1 Port Utilized	2.9
5	Cycles of 2 Ports Utilized	5.5
5	Cycles of 3+ Ports Utilized	81.0
6	ALU Operation Utilization	56.1
7	Port 0	69.4
7	Port 1	67.9
7	Port 6	54.8
6	Load Operation Utilization	53.1
6	Store Operation Utilization	29.1
5	Vector Capacity Usage (FPU)	12.5
1	Efficient-core (E-core)	
2	Retiring	43.1
3	Arith Ops	29.4
4	Non Divider	29.4
4	FP Divide	0.0
4	Int Divider	0.0
3	Mem Ops	13.7
4	Loads	9.8
4	Stores	5.6
2	Front-End Bound	27.6
3	IFetch Latency	11.4
4	ICache Misses	5.1
4	ITLB Misses	1.1
4	BACLEARS	3.4
4	Branch Resteers	0.3
3	IFetch Bandwidth	16.3
4	Cisc	4.4
4	Decode	7.8
4	Pre-Decode Wrong	0.3
4	Front-End Other	4.3
2	Bad Speculation	9.4
3	Branch Mispredict	26.4
3	Machine Clears	0.0
4	Ucode_Assist	0.2
4	Machine_Restart	0.0
2	Back-End Bound	19.8
3	Memory Subsystem Bound	11.3
4	L2 Bound	8.3
4	L2 Miss	1.5
5	L3 Bound	0.7
5	Memory Bound	0.8
3	Core Bound	8.6
4	Serializing Operations	4.7
5	Pause	1.5
5	TPause	0.0
4	L1 Bound	2.0
4	RB Bound	0.0
4	Store Bound	1.1
4	Execution Bound	0.0
4	Allocation Bound	0.8
5	Allocation Restriction	0.8
2	Info Metrics	
3	Stores Bound	0.013081
3	Load Bound	0.136794
1	Average CPU Frequency	2634037854.596555
1	Total Thread Count	77
1	Paused Time	0.0
0	Effective Physical Core Utilization	0.1% (0.013 out of 24)
1	Effective Logical Core Utilization	0.1% (0.018 out of 32)
0	Collection and Platform Info	
1	Application Command Line	sudo "bash" "/home/dmirvid/python-manager/scripts/launch.bash" "app.yaml" "--ini-rep" "0" "--max-rep" "1" 
1	Operating System	6.8.0-117-generic DISTRIB_ID=Ubuntu DISTRIB_RELEASE=22.04 DISTRIB_CODENAME=jammy DISTRIB_DESCRIPTION="Ubuntu 22.04.5 LTS"
1	Computer Name	ipman1
1	Result Size	99235732
1	Collection start time	07:58:51 12/06/2026 UTC
1	Collection stop time	07:59:53 12/06/2026 UTC
1	Collector Type	Driverless Perf system-wide sampling
1	CPU	
2	Name	Intel(R) microarchitecture code named Raptorlake-DT
2	Frequency	2995199746
2	Logical CPU Count	32
2	Cache Allocation Technology	
3	Level 2 capability	not detected
3	Level 3 capability	not detected
