Hierarchy Level	Metric Name	Metric Value
4	L2 Bound	9.2
4	L2 Miss	5.2
5	L3 Bound	1.8
5	Memory Bound	3.3
3	Core Bound	13.1
4	Serializing Operations	4.8
5	Pause	1.2
5	TPause	0.0
4	L1 Bound	2.1
4	RB Bound	0.0
4	Store Bound	0.6
4	Execution Bound	4.8
4	Allocation Bound	0.8
5	Allocation Restriction	0.8
2	Info Metrics	
3	Stores Bound	0.006011
3	Load Bound	0.153135
1	Average CPU Frequency	1265634676.970109
1	Total Thread Count	77
1	Paused Time	0.0
0	Effective Physical Core Utilization	0.2% (0.058 out of 24)
1	Effective Logical Core Utilization	0.2% (0.067 out of 32)
0	Collection and Platform Info	
1	Application Command Line	sudo "bash" "/home/dmirvid/python-manager/scripts/launch.bash" "app.yaml" "--ini-rep" "0" "--max-rep" "1" 
1	Operating System	6.8.0-117-generic DISTRIB_ID=Ubuntu DISTRIB_RELEASE=22.04 DISTRIB_CODENAME=jammy DISTRIB_DESCRIPTION="Ubuntu 22.04.5 LTS"
1	Computer Name	ipman1
1	Result Size	84717885
1	Collection start time	07:38:49 12/06/2026 UTC
1	Collection stop time	07:39:44 12/06/2026 UTC
1	Collector Type	Driverless Perf system-wide sampling
1	CPU	
2	Name	Intel(R) microarchitecture code named Raptorlake-DT
2	Frequency	2995199750
2	Logical CPU Count	32
2	Cache Allocation Technology	
3	Level 2 capability	not detected
3	Level 3 capability	not detected
