Hierarchy Level	Metric Name	Metric Value
1	Effective Logical Core Utilization	0.0% (0.009 out of 32)
0	Collection and Platform Info	
1	Application Command Line	sudo "bash" "/home/dmirvid/python-manager/scripts/launch.bash" "app.yaml" "--ini-rep" "0" "--max-rep" "1" 
1	Operating System	6.8.0-117-generic DISTRIB_ID=Ubuntu DISTRIB_RELEASE=22.04 DISTRIB_CODENAME=jammy DISTRIB_DESCRIPTION="Ubuntu 22.04.5 LTS"
1	Computer Name	ipman1
1	Result Size	153213304
1	Collection start time	18:47:34 11/06/2026 UTC
1	Collection stop time	18:49:02 11/06/2026 UTC
1	Collector Type	Driverless Perf system-wide sampling
1	CPU	
2	Name	Intel(R) microarchitecture code named Raptorlake-DT
2	Frequency	2995199746
2	Logical CPU Count	32
2	Cache Allocation Technology	
3	Level 2 capability	not detected
3	Level 3 capability	not detected
