Hierarchy Level	Metric Name	Metric Value
4	Cisc	0.6
4	Decode	4.6
4	Pre-Decode Wrong	0.0
4	Front-End Other	1.2
2	Bad Speculation	14.7
3	Branch Mispredict	19.1
3	Machine Clears	0.0
4	Ucode_Assist	0.1
4	Machine_Restart	0.0
2	Back-End Bound	40.4
3	Memory Subsystem Bound	8.8
4	L2 Bound	6.7
4	L2 Miss	2.0
5	L3 Bound	1.2
5	Memory Bound	0.8
3	Core Bound	31.7
4	Serializing Operations	1.8
5	Pause	0.5
5	TPause	0.0
4	L1 Bound	0.2
4	RB Bound	0.0
4	Store Bound	0.1
4	Execution Bound	29.2
4	Allocation Bound	0.4
5	Allocation Restriction	0.4
2	Info Metrics	
3	Stores Bound	0.001349
3	Load Bound	0.089068
1	Average CPU Frequency	1993781693.074970
1	Total Thread Count	77
1	Paused Time	0.0
0	Effective Physical Core Utilization	0.2% (0.038 out of 24)
1	Effective Logical Core Utilization	0.1% (0.039 out of 32)
0	Collection and Platform Info	
1	Application Command Line	sudo "bash" "/home/dmirvid/python-manager/scripts/launch.bash" "app.yaml" "--ini-rep" "0" "--max-rep" "1" 
1	Operating System	6.8.0-117-generic DISTRIB_ID=Ubuntu DISTRIB_RELEASE=22.04 DISTRIB_CODENAME=jammy DISTRIB_DESCRIPTION="Ubuntu 22.04.5 LTS"
1	Computer Name	ipman1
1	Result Size	280486483
1	Collection start time	18:27:22 11/06/2026 UTC
1	Collection stop time	18:29:29 11/06/2026 UTC
1	Collector Type	Driverless Perf system-wide sampling
1	CPU	
2	Name	Intel(R) microarchitecture code named Raptorlake-DT
2	Frequency	2995199746
2	Logical CPU Count	32
2	Cache Allocation Technology	
3	Level 2 capability	not detected
3	Level 3 capability	not detected
